ID_CLIENTE,SAFRA_REF,PROBABILIDADE_INADIMPLENCIA
5373371196946859811,2021-07,0.015018434984173087
3095686599956852697,2021-07,0.012913850392282121
3095686599956852697,2021-07,0.00861925995840191
3095686599956852697,2021-07,0.010924841504801401
1616952665234409442,2021-07,0.2426019257650805
1616952665234409442,2021-07,0.2032090222659739
1088521227159442264,2021-07,0.007539814703029343
1088521227159442264,2021-07,0.011456869015355278
1088521227159442264,2021-07,0.006910125099857952
8529899700094903171,2021-07,0.01137228852129235
8529899700094903171,2021-07,0.010591097172610408
8529899700094903171,2021-07,0.01249888794489061
8529899700094903171,2021-07,0.009409558869200536
8529899700094903171,2021-07,0.008426327872016283
8529899700094903171,2021-07,0.007698928397825376
8529899700094903171,2021-07,0.008562135017056924
499242942549937267,2021-07,0.11462510096337819
499242942549937267,2021-07,0.23716044432901748
499242942549937267,2021-07,0.2667379825984595
499242942549937267,2021-07,0.2334119860643537
499242942549937267,2021-07,0.2334119860643537
499242942549937267,2021-07,0.0884871755571882
499242942549937267,2021-07,0.2552485875583985
499242942549937267,2021-07,0.11629256299425349
499242942549937267,2021-07,0.12452301473111634
5897410907783139228,2021-07,0.0062697587676140525
5897410907783139228,2021-07,0.0075842787417287
5897410907783139228,2021-07,0.00834812523916044
5897410907783139228,2021-07,0.005299680280093374
2083323809219952960,2021-07,0.008078718311650124
2083323809219952960,2021-07,0.012618119766712559
2083323809219952960,2021-07,0.014049868918375872
2083323809219952960,2021-07,0.016340598445170447
2083323809219952960,2021-07,0.006732408389747732
2083323809219952960,2021-07,0.008477228942796218
2083323809219952960,2021-07,0.006942324601334793
2083323809219952960,2021-07,0.01626928066053002
2083323809219952960,2021-07,0.04275982832431635
2083323809219952960,2021-07,0.04275982832431635
1953058402621337677,2021-07,0.022750905609345548
1953058402621337677,2021-07,0.009334413396797706
1953058402621337677,2021-07,0.011552625085750315
1953058402621337677,2021-07,0.015274006534583199
3408536439470975134,2021-07,0.0023863774764155674
3408536439470975134,2021-07,0.0025055896506427965
3408536439470975134,2021-07,0.0024951108779696952
3408536439470975134,2021-07,0.002024823570217799
5687511145009775604,2021-07,0.3041136072205009
5687511145009775604,2021-07,0.9704353243844609
7485107528960607346,2021-07,0.012282524332101967
7485107528960607346,2021-07,0.019014033421961306
531805620371082364,2021-07,0.03842222898209551
5761480994209806499,2021-07,0.006699093953571868
5761480994209806499,2021-07,0.006659618575127094
5761480994209806499,2021-07,0.006662934487687776
5761480994209806499,2021-07,0.0063076799073066
5761480994209806499,2021-07,0.006224077827219816
5761480994209806499,2021-07,0.006403999828792422
5761480994209806499,2021-07,0.0063191292414532365
5761480994209806499,2021-07,0.005470946987040944
5761480994209806499,2021-07,0.004892310194077632
5761480994209806499,2021-07,0.0055060659274194755
5761480994209806499,2021-07,0.005466713791371415
5761480994209806499,2021-07,0.00527679467794531
5761480994209806499,2021-07,0.003585377364135997
5761480994209806499,2021-07,0.0034229033075926
5761480994209806499,2021-07,0.0037721505465167604
5761480994209806499,2021-07,0.0037422142593481742
4762256864594914240,2021-07,0.007061966675667756
8570963260597299378,2021-07,0.0021850129903770743
5974858472822751652,2021-07,0.009059855043692
3421433989501830226,2021-07,0.9568265261670804
4327694790333781288,2021-07,0.0018972844139727289
4327694790333781288,2021-07,0.0015691088280684652
8173830874846355280,2021-07,0.003036913706979451
8173830874846355280,2021-07,0.003036913706979451
8173830874846355280,2021-07,0.003635286493804136
8173830874846355280,2021-07,0.0032682235114262896
8173830874846355280,2021-07,0.0032682235114262896
8173830874846355280,2021-07,0.0032682235114262896
8173830874846355280,2021-07,0.0029200653035611683
8173830874846355280,2021-07,0.0030714441157615705
8173830874846355280,2021-07,0.003660653419606365
8173830874846355280,2021-07,0.0027278848987095216
2347028805684088098,2021-07,0.001829521456787338
3632378524835692731,2021-07,0.001808966328139893
3632378524835692731,2021-07,0.0019481647389485615
3632378524835692731,2021-07,0.001320062757447379
2033394215069562776,2021-07,0.039179872091146595
2033394215069562776,2021-07,0.04170222851588309
2033394215069562776,2021-07,0.04153736883360385
2033394215069562776,2021-07,0.04021742896776286
3285246914299291124,2021-07,0.008480200616956474
3285246914299291124,2021-07,0.009133474120957774
3285246914299291124,2021-07,0.00730816780512148
3285246914299291124,2021-07,0.005342254680774041
2929243640075785940,2021-07,0.003542230624767535
2929243640075785940,2021-07,0.0038152651884417557
2929243640075785940,2021-07,0.004325500894380228
2929243640075785940,2021-07,0.0038310026292288518
2929243640075785940,2021-07,0.0028757181181804374
2407532237672094312,2021-07,0.009398394769257142
2407532237672094312,2021-07,0.016217486736673604
2407532237672094312,2021-07,0.008491129273056461
5635781225931111684,2021-07,0.016179495225064098
5635781225931111684,2021-07,0.013629182364679655
1235244772550233980,2021-07,0.005454686900488145
1235244772550233980,2021-07,0.0032027494809420704
1235244772550233980,2021-07,0.005261569239251413
4365965554261111250,2021-07,0.15487974458379025
5162636608292907782,2021-07,0.4742896721015466
8248484932270772248,2021-07,0.031939842479435585
924957821424248698,2021-07,0.003413663267602557
924957821424248698,2021-07,0.003215241490087819
924957821424248698,2021-07,0.003215241490087819
6828316696355015040,2021-07,0.013513141933905987
8409181491723988567,2021-07,0.007479428037961651
8409181491723988567,2021-07,0.00913695009080911
8409181491723988567,2021-07,0.26084385808543875
8409181491723988567,2021-07,0.010896995888473072
4532469127306079736,2021-07,0.0026748818498165787
7664272163315705419,2021-07,0.013583172364556017
7664272163315705419,2021-07,0.006456464095229529
9206030810342980458,2021-07,0.0027404795262210967
9206030810342980458,2021-07,0.003286663561081273
9206030810342980458,2021-07,0.002275416654999181
5810778736737569699,2021-07,0.008333101053699561
5810778736737569699,2021-07,0.007402076553372629
1366416810235233769,2021-07,0.007262194435966463
1366416810235233769,2021-07,0.007107842205918667
1366416810235233769,2021-07,0.006573291093503636
1366416810235233769,2021-07,0.0726900293721323
1366416810235233769,2021-07,0.0071885383416961145
1366416810235233769,2021-07,0.005889055810103744
8067924767167570288,2021-07,0.07404653952415377
7908414709866823255,2021-07,0.01654158154340005
7908414709866823255,2021-07,0.013321150407381705
7908414709866823255,2021-07,0.02136784618997304
7908414709866823255,2021-07,0.026219323661743756
8994944800097997361,2021-07,0.0075928341058992856
8994944800097997361,2021-07,0.011159482132427085
6950439982480713649,2021-07,0.09967970831792188
6950439982480713649,2021-07,0.07068198880593866
8901696535927078963,2021-07,0.005696407808573121
8901696535927078963,2021-07,0.005696407808573121
8901696535927078963,2021-07,0.005696407808573121
8901696535927078963,2021-07,0.005694599334178879
8901696535927078963,2021-07,0.004646958745084453
8901696535927078963,2021-07,0.003959717409298862
8901696535927078963,2021-07,0.0040641295473190855
6204723742351094322,2021-07,0.12683829376534644
3095408468798675621,2021-07,0.004372792192536024
3095408468798675621,2021-07,0.00452534989205107
7722287846688771887,2021-07,0.004954853903515346
312543480920432545,2021-07,0.4742141197806697
312543480920432545,2021-07,0.0026111906185800893
312543480920432545,2021-07,0.00277084719247777
6394935036014530592,2021-07,0.0699852269696432
6394935036014530592,2021-07,0.05054456631856482
3281617395243454427,2021-07,0.047959505664960815
1115703227712697214,2021-07,0.012740965276575618
1115703227712697214,2021-07,0.013214319085397034
8185063234515056194,2021-07,0.0024970359351902294
8185063234515056194,2021-07,0.0023836048089091906
8185063234515056194,2021-07,0.0022345706341266773
8185063234515056194,2021-07,0.0027241752680381903
8185063234515056194,2021-07,0.0022635497570250907
7492389223353246125,2021-07,0.2720933269814644
7492389223353246125,2021-07,0.7617110870593732
7492389223353246125,2021-07,0.1631033072345177
6217788509719675691,2021-07,0.0101403325337816
6217788509719675691,2021-07,0.003640076524308646
8716163053080758848,2021-07,0.012656606490267171
8716163053080758848,2021-07,0.009251723326353307
8716163053080758848,2021-07,0.010441421493097933
8716163053080758848,2021-07,0.006390081414209691
8716163053080758848,2021-07,0.006891787629318001
8716163053080758848,2021-07,0.007938623773157988
324916756972236008,2021-07,0.020983454857588443
324916756972236008,2021-07,0.4567112626068133
324916756972236008,2021-07,0.015774275422279115
324916756972236008,2021-07,0.02074482698091086
324916756972236008,2021-07,0.01708844476076227
324916756972236008,2021-07,0.012718502231696347
7269781193318890653,2021-07,0.01229320432727526
7269781193318890653,2021-07,0.012584083277290799
6784879562354696650,2021-07,0.01336249770504983
8229446069655666941,2021-07,0.9784625184829977
8229446069655666941,2021-07,0.0806638512061818
4972567100282306577,2021-07,0.01126206171801162
5864443060004179363,2021-07,0.003156592527277286
5864443060004179363,2021-07,0.002827381949957451
5864443060004179363,2021-07,0.016845796432995736
5864443060004179363,2021-07,0.0030396450244368793
5864443060004179363,2021-07,0.0033411637806310015
2439954154030259398,2021-07,0.025344436665793314
8623308321032624474,2021-07,0.1319566840484987
8623308321032624474,2021-07,0.9039339026212726
8623308321032624474,2021-07,0.1608456369022521
4524147234488547993,2021-07,0.0068968298817138635
4524147234488547993,2021-07,0.006649843954048359
4524147234488547993,2021-07,0.0076099424290021755
6987942592445950913,2021-07,0.004892980926529789
6987942592445950913,2021-07,0.005328706050515497
6987942592445950913,2021-07,0.004373988278602077
6987942592445950913,2021-07,0.004587620757408624
8684964138237894839,2021-07,0.048537874588367
6582676833651678345,2021-07,0.002939543759885904
6582676833651678345,2021-07,0.002468267494921915
6582676833651678345,2021-07,0.002468267494921915
6582676833651678345,2021-07,0.002939543759885904
6582676833651678345,2021-07,0.002939543759885904
6582676833651678345,2021-07,0.0029776596652921878
6582676833651678345,2021-07,0.0024502109257179758
6582676833651678345,2021-07,0.0022059923908107435
1036256411320325774,2021-07,0.005403609605596525
1036256411320325774,2021-07,0.004712980065911697
968199235777440720,2021-07,0.00547035435669791
968199235777440720,2021-07,0.0051012755811713556
968199235777440720,2021-07,0.0051012755811713556
968199235777440720,2021-07,0.0051012755811713556
968199235777440720,2021-07,0.0047891362587608975
968199235777440720,2021-07,0.005781053089702798
968199235777440720,2021-07,0.005080358115484333
968199235777440720,2021-07,0.005117623534836333
6916556752218696485,2021-07,0.004876531240395908
6916556752218696485,2021-07,0.005106314157934526
6916556752218696485,2021-07,0.005470241473063969
6916556752218696485,2021-07,0.004369802477146821
6916556752218696485,2021-07,0.0054018910933291645
6916556752218696485,2021-07,0.005507679952191128
6916556752218696485,2021-07,0.006555394997875778
6916556752218696485,2021-07,0.005452708868824701
6916556752218696485,2021-07,0.004860892228946854
6916556752218696485,2021-07,0.005075750897442505
6916556752218696485,2021-07,0.004355781429156641
6916556752218696485,2021-07,0.005075750897442505
6030285068945261052,2021-07,0.001800702160368884
6030285068945261052,2021-07,0.002867298350905623
6030285068945261052,2021-07,0.015767351876735575
6030285068945261052,2021-07,0.0015364803585458575
6030285068945261052,2021-07,0.0014054342977362754
8463871205935856285,2021-07,0.01780842130466807
4071158585850879204,2021-07,0.03160876771380488
4071158585850879204,2021-07,0.023020845595424395
4071158585850879204,2021-07,0.8716306106125652
3218226066162129945,2021-07,0.14596777751906626
4679462479444735708,2021-07,0.023567431839849422
4679462479444735708,2021-07,0.024102153954353923
4679462479444735708,2021-07,0.03297601276842171
4679462479444735708,2021-07,0.019804545893051185
4679462479444735708,2021-07,0.022227740481508836
4679462479444735708,2021-07,0.027976251071055544
4724876423989598202,2021-07,0.023256568278171116
4724876423989598202,2021-07,0.01313507994818928
4724876423989598202,2021-07,0.012296437325618205
2128970218770090704,2021-07,0.08860353142687208
2128970218770090704,2021-07,0.007596746981812359
2128970218770090704,2021-07,0.007025588342602473
1003144834589372198,2021-07,0.005449153606433827
1003144834589372198,2021-07,0.005245477739793472
9127318190908282126,2021-07,0.004574391446774029
9127318190908282126,2021-07,0.002940218485764215
8163895533020293251,2021-07,0.8483167217877817
8163895533020293251,2021-07,0.9103919595082272
8163895533020293251,2021-07,0.9132049963609156
5794903898038236832,2021-07,0.03196222297911479
5794903898038236832,2021-07,0.034342786840749706
3960251564708868781,2021-07,0.02428705378586266
3960251564708868781,2021-07,0.053803863011857904
3960251564708868781,2021-07,0.030901954424742452
3960251564708868781,2021-07,0.026031167214835883
3960251564708868781,2021-07,0.02467309887803889
5888474320320735000,2021-07,0.9508447632646405
5888474320320735000,2021-07,0.9508447632646405
5888474320320735000,2021-07,0.9471091172265791
761746217261797478,2021-07,0.0022331700811917834
761746217261797478,2021-07,0.0024747576205856295
1507697130807703164,2021-07,0.00547085430686695
9184785003280841216,2021-07,0.00778064652445975
9184785003280841216,2021-07,0.00851610567894895
9184785003280841216,2021-07,0.0058574619513159535
1182975716201409626,2021-07,0.018127719876280028
1182975716201409626,2021-07,0.3755539946260628
1182975716201409626,2021-07,0.015481302286971118
1182975716201409626,2021-07,0.01697379913899177
1182975716201409626,2021-07,0.01700921003970488
5369576709077493659,2021-07,0.011969229884009521
3472934456083131714,2021-07,0.007487012346570039
717981637594591016,2021-07,0.0019483104831510077
717981637594591016,2021-07,0.025011598043199038
717981637594591016,2021-07,0.0016527120887294912
717981637594591016,2021-07,0.0013824697143317102
8255085612985072878,2021-07,0.003397966034563764
8255085612985072878,2021-07,0.002715829394778006
7751080728852739823,2021-07,0.01903495176737791
7751080728852739823,2021-07,0.46070608342381314
4347826483121154490,2021-07,0.008270805576848466
4347826483121154490,2021-07,0.002451223376182345
4347826483121154490,2021-07,0.002446254555593454
4347826483121154490,2021-07,0.0024340316296815917
4347826483121154490,2021-07,0.0037591221791220234
4347826483121154490,2021-07,0.006892865576661077
4347826483121154490,2021-07,0.002109015158628506
4347826483121154490,2021-07,0.0023970423035575726
4347826483121154490,2021-07,0.0017192295218672244
2214132103234633622,2021-07,0.010070521781906407
2214132103234633622,2021-07,0.009443344407460471
2214132103234633622,2021-07,0.0074786752985575
2214132103234633622,2021-07,0.009150588562539896
2214132103234633622,2021-07,0.009150588562539896
410843023337872279,2021-07,0.010038814496641624
2022367282554149730,2021-07,0.008815156903901401
2022367282554149730,2021-07,0.006832319690577114
7637066986811047950,2021-07,0.01964205809867959
7637066986811047950,2021-07,0.05488273637447163
7637066986811047950,2021-07,0.054154577150108144
86110062990790869,2021-07,0.04533655363229652
5304536516981778801,2021-07,0.0032812105121367693
5304536516981778801,2021-07,0.004359772582584427
5304536516981778801,2021-07,0.004333876244670245
3829967475074118757,2021-07,0.8720486085564787
3829967475074118757,2021-07,0.8821009263003713
7444686668183702737,2021-07,0.003014148885807732
7444686668183702737,2021-07,0.002415251440043682
682352428813668634,2021-07,0.004021667131799776
682352428813668634,2021-07,0.004062714830459098
682352428813668634,2021-07,0.003538078345886357
682352428813668634,2021-07,0.003668562619807982
682352428813668634,2021-07,0.0039012460364584753
682352428813668634,2021-07,0.0039012460364584753
7613717984547031729,2021-07,0.005368734013090085
7910340581026492945,2021-07,0.0039129127753474175
7910340581026492945,2021-07,0.0038462613818745672
7910340581026492945,2021-07,0.2361760860389584
6352592240901579272,2021-07,0.013035461064014344
5574997762710520717,2021-07,0.01572213786905252
5574997762710520717,2021-07,0.013473538130415722
8939476669690489534,2021-07,0.029062084257629163
107343823625119033,2021-07,0.0074047522425444955
6349142675790687765,2021-07,0.4000615566979901
6349142675790687765,2021-07,0.40933709196377843
6349142675790687765,2021-07,0.40933709196377843
5067621068959932809,2021-07,0.03313439088891995
5067621068959932809,2021-07,0.064736686418542
5067621068959932809,2021-07,0.023880818419895485
5067621068959932809,2021-07,0.027741508157366992
5067621068959932809,2021-07,0.01781301442274703
2397171153213063761,2021-07,0.011497304298839878
2397171153213063761,2021-07,0.010493217517264342
2397171153213063761,2021-07,0.01547134809466102
2397171153213063761,2021-07,0.013969975699440822
2397171153213063761,2021-07,0.015613690565431795
8195468623809753777,2021-07,0.0029908939926970744
8195468623809753777,2021-07,0.004585935706220115
8195468623809753777,2021-07,0.0051050694273783665
8195468623809753777,2021-07,0.0023869862038237823
6271697692808086495,2021-07,0.03212698542501088
5176940320835464459,2021-07,0.01114168860179779
5176940320835464459,2021-07,0.010590496296528995
5176940320835464459,2021-07,0.016604763828258574
5176940320835464459,2021-07,0.018038117889417067
5176940320835464459,2021-07,0.012380460709373585
5176940320835464459,2021-07,0.011373321274805469
5176940320835464459,2021-07,0.009410109638262082
4342146186255136598,2021-07,0.001821222688822951
4342146186255136598,2021-07,0.0016891964299104937
4342146186255136598,2021-07,0.03382437332506746
4795152981525833467,2021-07,0.011486665579476425
4795152981525833467,2021-07,0.02881470584058685
4795152981525833467,2021-07,0.02881470584058685
4795152981525833467,2021-07,0.022951642943750655
4795152981525833467,2021-07,0.03121489281911336
5714540197488862003,2021-07,0.34413419035141124
5714540197488862003,2021-07,0.9757926224993343
5714540197488862003,2021-07,0.3366029365236952
6012031176108922616,2021-07,0.006347469565778029
1998941557906036376,2021-07,0.010823210647905727
5558533999208199371,2021-07,0.6742281878349949
8464809590757561185,2021-07,0.012641243030656106
8464809590757561185,2021-07,0.010910993461672442
8464809590757561185,2021-07,0.010606849761587798
8464809590757561185,2021-07,0.012884170120982382
6721448955097663572,2021-07,0.02461002672404002
6721448955097663572,2021-07,0.0137064224545847
6721448955097663572,2021-07,0.016850529013161496
5225029212547588718,2021-07,0.008016999030837588
5225029212547588718,2021-07,0.009179080864590803
5225029212547588718,2021-07,0.06380614064519302
8926565682509268383,2021-07,0.008256880409209882
8926565682509268383,2021-07,0.008672114587801085
8926565682509268383,2021-07,0.008256880409209882
8926565682509268383,2021-07,0.008081021133806024
8926565682509268383,2021-07,0.006254413583032418
8926565682509268383,2021-07,0.006514314233411467
8926565682509268383,2021-07,0.007085575566356082
2983174282784691273,2021-07,0.008893236065946495
2983174282784691273,2021-07,0.5760022376540131
8536031856585966123,2021-07,0.010106243605389373
8536031856585966123,2021-07,0.00830257879459069
8536031856585966123,2021-07,0.8611546592210365
8536031856585966123,2021-07,0.8703148374247878
8536031856585966123,2021-07,0.7657722187383326
7696655736121386405,2021-07,0.019051880580207774
7696655736121386405,2021-07,0.018759107094920454
7750874287225529604,2021-07,0.002994509032621748
7750874287225529604,2021-07,0.003298422482170748
7750874287225529604,2021-07,0.004845971603959994
8013668117699219722,2021-07,0.13809548766646942
7289435138601868544,2021-07,0.013971191862606109
7289435138601868544,2021-07,0.009531908484137508
7289435138601868544,2021-07,0.009821302078729225
5042877476420217533,2021-07,0.008606936758777346
5042877476420217533,2021-07,0.005581760792331284
1299146298565441811,2021-07,0.02073481667268793
8376902089871279815,2021-07,0.005333516417553672
8376902089871279815,2021-07,0.005747507833593903
8376902089871279815,2021-07,0.005670485805477674
3997247264680905799,2021-07,0.007691380623339272
3997247264680905799,2021-07,0.006418409246883566
5029701292539093910,2021-07,0.0694571700199051
8733525963966339207,2021-07,0.7759824637280175
8733525963966339207,2021-07,0.3221548896705288
8733525963966339207,2021-07,0.3274157364504361
1454789421854453615,2021-07,0.028176354917015537
1454789421854453615,2021-07,0.04647263986318796
1454789421854453615,2021-07,0.03617612750142278
1454789421854453615,2021-07,0.05932207040132133
209477776078372134,2021-07,0.006517233314108846
209477776078372134,2021-07,0.006058202753488807
209477776078372134,2021-07,0.004496505231604059
209477776078372134,2021-07,0.0049050856933852
3156852928909455203,2021-07,0.022023718391297065
3156852928909455203,2021-07,0.01740929353602468
7590999900861381526,2021-07,0.11378609690031612
4556737702757145073,2021-07,0.004554845287771706
6545052034269841737,2021-07,0.01854161133081365
6545052034269841737,2021-07,0.019106786337491237
6545052034269841737,2021-07,0.5272348734537897
6545052034269841737,2021-07,0.019308505036100133
6545052034269841737,2021-07,0.01785416144232321
6545052034269841737,2021-07,0.019683192819049095
3571198145319411787,2021-07,0.01854692697386192
3571198145319411787,2021-07,0.017686156162550544
3571198145319411787,2021-07,0.04179646765737436
3571198145319411787,2021-07,0.014362531204909419
8874257794774679816,2021-07,0.004793025785809294
2634859679238614382,2021-07,0.003979583914993769
2634859679238614382,2021-07,0.003724293596825333
2634859679238614382,2021-07,0.0033071031386709302
2634859679238614382,2021-07,0.0033071031386709302
2634859679238614382,2021-07,0.003961474831935644
2634859679238614382,2021-07,0.0024501047804795823
2678966409665050034,2021-07,0.00954354998513121
2678966409665050034,2021-07,0.008940530106338497
2678966409665050034,2021-07,0.010913320026139432
2678966409665050034,2021-07,0.011149069983446641
2250817603281429928,2021-07,0.002874056085358199
2106875407768047316,2021-07,0.007775760597727152
7458891296671174680,2021-07,0.5909132033156921
8213533889694327948,2021-07,0.0031493375590605274
8213533889694327948,2021-07,0.0035607819002134253
8213533889694327948,2021-07,0.0028255624091500695
6471448246085839373,2021-07,0.005868493168245104
2532435113844289043,2021-07,0.004137513922126852
2532435113844289043,2021-07,0.00481057097194829
2532435113844289043,2021-07,0.004435874410150262
2532435113844289043,2021-07,0.004556116399686988
2532435113844289043,2021-07,0.003432791495444014
2532435113844289043,2021-07,0.003432791495444014
2532435113844289043,2021-07,0.004501168058550098
2532435113844289043,2021-07,0.0027098428724565784
2532435113844289043,2021-07,0.005239139017891165
2532435113844289043,2021-07,0.0025493429664371374
2532435113844289043,2021-07,0.0025493429664371374
3137879241768961145,2021-07,0.0020036038851479125
3137879241768961145,2021-07,0.004384694534559841
3118152790263512426,2021-07,0.005601307177940158
3118152790263512426,2021-07,0.006825130900928
903093877129717133,2021-07,0.0032951675671803603
903093877129717133,2021-07,0.0024677577152586337
2645324649046215594,2021-07,0.010092182223365909
2645324649046215594,2021-07,0.008759258083060783
2645324649046215594,2021-07,0.00939210561968654
621182491555347581,2021-07,0.005479890748105966
621182491555347581,2021-07,0.006495500050767865
8706851346184249504,2021-07,0.003853233543260399
1343530446996409207,2021-07,0.005366593020192399
1343530446996409207,2021-07,0.012610444005110116
3977861004707764824,2021-07,0.04111715192852955
3977861004707764824,2021-07,0.036629696030482786
3977861004707764824,2021-07,0.028762234793228328
3977861004707764824,2021-07,0.029681877444695002
3977861004707764824,2021-07,0.029657735546592567
1156053485989336481,2021-07,0.31932433928455994
1156053485989336481,2021-07,0.2901327613633534
1156053485989336481,2021-07,0.9606601988755719
1156053485989336481,2021-07,0.35840396700024046
1156053485989336481,2021-07,0.3247038458819752
1156053485989336481,2021-07,0.34715194764726054
1156053485989336481,2021-07,0.3334940955204617
1118514612547157551,2021-07,0.03934466776341551
1118514612547157551,2021-07,0.04628612821042293
6817075905797098547,2021-07,0.04684687341078199
7930925883736021864,2021-07,0.005406356918232761
7930925883736021864,2021-07,0.004822770737703771
7930925883736021864,2021-07,0.005094482172927497
7930925883736021864,2021-07,0.004852122670044217
7930925883736021864,2021-07,0.00414111268008631
7930925883736021864,2021-07,0.0036597858980653595
7930925883736021864,2021-07,0.002991924404535345
2451708306555441014,2021-07,0.007281275719095627
7442192566700924647,2021-07,0.00237102097765639
7442192566700924647,2021-07,0.07747938148142708
7442192566700924647,2021-07,0.0022739492192997775
7442192566700924647,2021-07,0.0023032550570042847
2988042199057874759,2021-07,0.006035928049976983
3634047863995720708,2021-07,0.005002170575011707
7085295800541340563,2021-07,0.010276998597481943
7085295800541340563,2021-07,0.02158048860060309
7085295800541340563,2021-07,0.008968412549441238
4335865859049992260,2021-07,0.2562556559098718
4335865859049992260,2021-07,0.006577560699274889
2290083177086946553,2021-07,0.012051580802413354
2290083177086946553,2021-07,0.011891316472153603
2290083177086946553,2021-07,0.007051321592471618
7177785309735471560,2021-07,0.003858383523357682
7177785309735471560,2021-07,0.0027082687760025333
5477523784812182605,2021-07,0.9335881471127905
5477523784812182605,2021-07,0.8958228995097692
8961924617442201922,2021-07,0.0024559623819703593
7595945751692012281,2021-07,0.005834509869099026
2333404192508932057,2021-07,0.012227086685670465
2333404192508932057,2021-07,0.01948690648710754
2333404192508932057,2021-07,0.007617420375875592
4593070249039532001,2021-07,0.037789186916371224
6053752047545474051,2021-07,0.025724212219807387
6053752047545474051,2021-07,0.013913553889303593
6053752047545474051,2021-07,0.014046976022546584
6053752047545474051,2021-07,0.021038693730692757
6053752047545474051,2021-07,0.024233142615786324
6053752047545474051,2021-07,0.02201491635774669
6053752047545474051,2021-07,0.020469016643900464
6091519986999196884,2021-07,0.008240640799904251
6091519986999196884,2021-07,0.00965212272747911
7535160686416710323,2021-07,0.02050161518986865
3036967290595689189,2021-07,0.0066177564586748635
5999145415800242177,2021-07,0.015799134811321856
5999145415800242177,2021-07,0.01804883950737485
7930644815080409701,2021-07,0.04127116083581842
510795635145114083,2021-07,0.03645050215260317
510795635145114083,2021-07,0.02423152263772531
510795635145114083,2021-07,0.02136695405518831
510795635145114083,2021-07,0.02168821176280852
510795635145114083,2021-07,0.04166102603244462
187117706370645370,2021-07,0.025254684848719424
187117706370645370,2021-07,0.029172779448913704
187117706370645370,2021-07,0.054181461895938005
5462970244186515758,2021-07,0.005105790186614174
5462970244186515758,2021-07,0.00570314564803261
4769364850030443969,2021-07,0.04201124611479432
4769364850030443969,2021-07,0.03670412306301411
